,num_1,num_2,num_3,num_4,num_5,score_1,score_2,score_3,score_4,score_5,000300.SH,000905.SH,excess_300,excess_500,ls,1,1,1,1,1
2017/3/20,0,0,2,2,6,0,0,-0.00080636,-0.006880485,-0.001678212,0.001102789,0.002327536,-0.002781001,-0.004005748,-0.004005748,1,0.997288453,0.968485071,0.9610716,1.007728801
2017/3/21,0,0,2,2,6,0,0,-0.004184469,-0.001758911,0.002537574,0.004852722,0.002709923,-0.002315149,-0.000172349,-0.000172349,1,0.997288453,0.964432475,0.959381161,1.010285988
2017/3/22,0,0,2,2,6,0,0,-0.008134883,0.002201728,-0.002255778,-0.004702353,-0.002480068,0.002446575,0.00022429,0.00022429,1,0.997288453,0.95658693,0.961493457,1.008007007
2017/3/23,0,1,1,2,6,0,0.00210325,-0.000289547,4.16E-05,0.000112898,0.003457921,0.001907754,-0.003345023,-0.001794856,-0.001794856,1,0.999386,0.956309953,0.961533439,1.008120809
2017/3/24,0,1,1,2,6,0,-0.003052853,0.002510137,0.008378697,0.008217547,0.007978093,0.005287008,0.000239454,0.002930539,0.002930539,1,0.996335022,0.958710422,0.969589836,1.016405089
2017/3/27,0,1,1,2,6,0,-0.000956938,0.000674114,-0.005025897,-0.001565557,-0.003312701,-0.00467264,0.001747144,0.003107084,0.003107084,1,0.995381591,0.959356702,0.964716777,1.014813849
2017/3/28,0,1,1,2,6,0,-0.000191571,0.00067366,-0.00187188,-0.000565628,-0.002366275,-0.00266113,0.001800648,0.002095502,0.002095502,1,0.995190905,0.960002982,0.962910943,1.014239842
2017/3/29,0,1,1,2,6,0,-0.002203487,-0.000577034,-0.001109603,-9.64E-05,-0.001331485,-0.002792871,0.001235067,0.002696452,0.002696452,1,0.992998015,0.959449028,0.961842494,1.014142051
2017/3/30,0,1,2,2,6,0,-0.003271747,-0.006708435,-0.005237634,-0.003832546,-0.008204456,-0.016171492,0.00437191,0.012338946,0.012338946,1,0.989749176,0.953012626,0.956804716,1.010255305
2017/3/31,0,1,2,2,6,0,-0.000579262,-0.009333343,0.001528761,-0.000407576,0.005612845,0.004063842,-0.006020421,-0.004471418,-0.004471418,1,0.989175851,0.944117833,0.958267441,1.009843549
2017/4/5,0,1,2,2,6,0,-0.000482998,0.012758187,0.001780275,0.001710632,0.013842392,0.021606929,-0.01213176,-0.019896297,-0.019896297,1,0.988698081,0.956163065,0.959973421,1.01157102
2017/4/6,0,1,2,2,6,0,0.00106311,0.004037379,0.001058914,-0.002948587,0.002899634,0.003009188,-0.005848222,-0.005957775,-0.005957775,1,0.989749176,0.960023458,0.96098995,1.008588314
2017/4/7,0,1,2,2,6,0,0.001930875,-0.002310166,0.005132367,-0.001777056,0.00097039,0.002908692,-0.002747446,-0.004685748,-0.004685748,1,0.991660258,0.957805644,0.965922103,1.006795997
2017/4/10,0,1,1,2,8,0,-9.64E-05,-0.014185581,-0.006251336,0.00175303,-0.003502527,-0.001852941,0.005255557,0.003605971,0.003605971,1,0.991564703,0.944218615,0.959883799,1.00856094
2017/4/11,0,1,1,2,8,0,-0.004721981,0.00253936,0.005659999,0.005282134,0.00347775,0.009537747,0.001804385,-0.004255613,-0.004255613,1,0.986882553,0.946616326,0.96531674,1.013888294
2017/4/12,0,1,1,2,8,0,-0.001065066,-0.004137116,-0.000287604,0.00131791,-0.002243179,-0.007948205,0.003561089,0.009266115,0.009266115,1,0.985831459,0.942700065,0.965039111,1.015224508
2017/4/13,0,1,1,2,8,0,-0.001841621,0.003984739,-0.002882556,-0.000624783,0.001461772,0.005963677,-0.002086554,-0.006588459,-0.006588459,1,0.984015931,0.946456479,0.962257331,1.014590214
2017/4/14,0,1,1,2,8,0,-0.003592931,-0.012582334,-0.002620345,-0.007633551,-0.007986752,-0.01323216,0.000353201,0.005598609,0.005598609,1,0.98048043,0.934547847,0.959735885,1.006845287
2017/4/17,1,0,1,1,9,-0.003216061,0,-0.009321816,0.001923447,-0.014011669,-0.001881543,-0.010961741,-0.012130126,-0.003049928,-0.003049928,0.996783939,0.98048043,0.925836163,0.961581886,0.992737704
2017/4/18,1,0,1,1,9,-0.007723895,0,-0.007769337,-0.001823767,0.000387243,-0.004942614,-0.005945854,0.005329857,0.006333096,0.006333096,0.989084885,0.98048043,0.91864303,0.959828185,0.993122134
2017/4/19,1,0,1,1,9,0.000886787,0,-0.029580651,-0.002884893,-0.000185514,-0.004868977,-0.010526299,0.004683463,0.010340786,0.010340786,0.989961992,0.98048043,0.891468972,0.957059184,0.992937897
2017/4/20,1,0,1,1,9,-0.000492223,0,0.005558544,-0.000867972,0.003370175,0.00454746,-0.000453497,-0.001177285,0.003823671,0.003823671,0.98947471,0.98048043,0.896424241,0.956228483,0.996284271
2017/4/21,1,0,1,1,9,0.000590958,0,-0.005082026,0.002027027,-0.00181249,0.001513773,-0.007413627,-0.003326263,0.005601137,0.005601137,0.990059448,0.98048043,0.89186859,0.958166784,0.994478515
2017/4/24,1,0,1,3,8,-0.001968698,0,-0.005824895,-0.006837298,-0.011442972,-0.010248674,-0.025743131,-0.001194298,0.014300159,0.014300159,0.988110321,0.98048043,0.886673549,0.951615513,0.983098725
2017/4/25,1,0,1,3,8,0.000887662,0,0,-0.000748459,0.002883772,0.002829864,0.003575786,5.39E-05,-0.000692014,-0.000692014,0.988987428,0.98048043,0.886673549,0.950903267,0.985933758
2017/4/26,1,0,1,3,8,0.001182499,0,-0.006309717,-0.002258793,0.007004439,0.001223492,0.002587469,0.005780947,0.00441697,0.00441697,0.990156905,0.98048043,0.88107889,0.948755373,0.992839671
2017/4/27,1,0,1,3,8,0.003740157,0,0.01315312,-0.000875616,0.001460594,0.000447001,0.002574315,0.001013592,-0.001113721,-0.001113721,0.993860248,0.98048043,0.892667827,0.947924628,0.994289807
2017/4/28,1,0,1,3,8,0.033241812,0,0.006715015,0.003397363,0.002073433,-0.002022212,0.003158762,0.004095646,-0.001085328,-0.001085328,1.026897963,0.98048043,0.898662105,0.951145072,0.9963514
2017/5/2,0,1,3,1,7,0,-0.001928454,-0.002353268,-0.000885818,0.002267351,-0.003828767,0.000685785,0.006096117,0.001581566,0.001581566,1.026897963,0.978589618,0.896547312,0.950302531,0.998610479
2017/5/3,0,1,3,1,7,0,0.000386436,-0.001544148,0,0.003805362,-0.003925197,-0.002998655,0.007730558,0.006804017,0.006804017,1.026897963,0.978967781,0.89516291,0.950302531,1.002410552
2017/5/4,0,1,3,1,7,0,-0.007049734,-0.000529617,0.06472205,-0.00011153,-0.002560699,-0.003415905,0.002449169,0.003304374,0.003304374,1.026897963,0.972066318,0.894688817,1.011808058,1.002298754
2017/5/5,0,1,3,1,7,0,9.73E-05,-0.0035763,-0.028228828,-0.003161975,-0.006415246,-0.014026174,0.003253271,0.010864199,0.010864199,1.026897963,0.972160858,0.891489141,0.983245902,0.99912951
